Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
Osteria Mozza,ChIJLXhQg6UZ2jER_QGp15ggBTY,"Hilton Orchard, Level 5, 333 Orchard Road, 238867, Singapore",Singapore,Central,2,Italian,103.8359587,1.3022687,6831 6271,https://guide.michelin.com/en/singapore-region/singapore/restaurant/osteria-mozza-1204765,https://osteriamozza.com.sg/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","After a hiatus, the first Asian outpost of celebrity chef Nancy Silverton’s famed establishment Osteria Mozza reopened, now in a modern, rustic setting with a lively and inviting vibe. The small lunch menu features antipasti, salads, pizza and house-made pasta. The dinner menu steps up a gear to include her signature mozzarella dishes and other Italian specialties. The impressive wine list covers 280 labels from different regions of Italy.",A,0,51,4.47,good,0.6929,excellent,0.8227,good,0.9281,3.8,4.53,4.12
Outram Park Fried Kway Teow Mee,ChIJYVzeur4Z2jER0IDqig4HIUA,"Hong Lim Market and Food Centre, #02-17, Blk 531A, Upper Cross Street, 051531, Singapore",Singapore,Central,1,Street Food,103.8457139,1.2851585,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/outram-park-fried-kway-teow,https://maps.app.goo.gl/x4V2GFPmxRi9ZBEJ9,Bib Gourmand,"Dine-in,Takeaway,Coffee,Cash only,Wheelchair accessible",The Kway Teow is fried with a dark sauce you can add cockles to the noodles. Always a long queue.,A,0,27,4.11,good,0.6529,excellent,0.5488,good,0.8112,3.37,3.78,3.63
Pangium,ChIJZ8bHbNAb2jEROKgwVHYF89A,"Gallop Entrance, Singapore Botanic Gardens, 11 Gallop Road, 259015, Singapore",Singapore,Central,3,Peranakan,103.8092377,1.3143675,8938 3891,https://guide.michelin.com/en/singapore-region/singapore/restaurant/pangium,https://www.restaurantpangium.sg,1 Star,"Dine-in,Reservations,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible","The view of the lush green in the garden is one good reason to visit. But owner-chef Malcolm Lee's exquisite tasting menu that explores the untapped possibilities of Straits cuisine is what makes the experience of dining here unforgettable. Named after the plant that produces buah keluak seeds, a key ingredient in Peranakan cuisine, Pangium pays homage to family recipes passed down for generations with carefully crafted dishes that taste exceptional.",A,0,28,4.86,good,0.676,excellent,0.8915,good,0.9292,4.18,4.86,4.11
People's Park Hainanese Chicken Rice,ChIJcQo25-gZ2jERE2jaJNWebw4,"People's Park Complex Food Centre, #01-1098, 32 New Market Road, 050032, Singapore",Singapore,Central,1,Street Food,103.8425425,1.2851661,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/people-s-park-hainanese-chicken-rice,https://maps.app.goo.gl/HNSheqRq48pBmyUN7,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Cantonese barbecue like roast pork and duck aside, the main draws are Hainanese chicken rice and double-boiled soups. The rice is richly perfumed with garlic and the flavourful chicken with a gelatinous skin is not to be missed.",A,0,12,3.83,good,0.7426,excellent,0.3321,good,0.8757,3.42,3.75,3.67
Podi & Poriyal,ChIJyWwh40oZ2jERAT3zabmjunk,"486 Serangoon Road, 218151, Singapore",Singapore,Central,2,Indian Vegetarian,103.857202,1.3139174,9711 2400,https://guide.michelin.com/en/singapore-region/singapore/restaurant/podi-poriyal,https://podiandporiyal.com/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","The name says it all – this vegetarian joint prides itself on the spicy ground lentil condiment known as podi, and sautéed vegetables, or poriyal. Replicating South Indian grandmas' cooking, the menu covers all plant-based dietary desires, with gluten-free, allium-free and vegan options. ""Which Podi? Idli"" – steamed rice cake tossed in podi – is served with a cashew and coconut chutney. Their podi dosai with poriyal filling is also excellent.",B,1,28,4.43,excellent,0.733,excellent,0.7711,good,0.9234,3.54,4.43,3.86
Poh Cheu Soon Kueh and Ang Ku Kueh,ChIJI8bN-ssb2jERB2iEV_Z3rzE,"Blk 127, KPT Coffee Shop, #01-230, Bukit Merah Lane 1, 150127, Singapore",Singapore,Central,1,Street Food,103.80339,1.28535,6276 2287,https://guide.michelin.com/en/singapore-region/singapore/restaurant/poh-cheu-kpt-coffee-shop,https://www.pohcheukitchen.com.sg/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Credit cards,NFC payments,Wheelchair accessible","Ideal for fresh kueh, made from scratch daily. Colourful ang ku kueh comes in 10+ different sweet fillings and the black sesame variety stands out. Savoury kueh with bamboo shoot, yam, or chive filling are also popular.",A,0,26,3.62,good,0.6472,excellent,0.5192,good,0.8516,3.38,3.88,3.69
Pondok Makan Indonesia,ChIJAT_PULoZ2jERlsYjjATKsFI,"Albert Centre, #01-123, 270 Queen Street, 180270, Singapore",Singapore,Central,1,Street Food,103.8538666,1.3013262,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/pondok-makan-indonesia,https://maps.app.goo.gl/3KS5pLmtU6WpGDLh6,Selected Restaurants,"Dine-in,Takeaway,Delivery","Among the array of Indonesian food on offer, their grilled-to-order satay stands out in particular. Chicken satay is marinated in turmeric, imparting a mild sweetness; juicy, tender mutton satay is immaculately cooked.",A,0,24,4.0,good,0.7486,good,0.57,good,0.8469,3.58,3.96,3.75
Putien (Kitchener Road),ChIJ3zy8ZcgZ2jERagAaSeDB9bI,"127 Kitchener Road, 208514, Singapore",Singapore,Central,2,Chinese,103.8574032,1.3095414,6295 6358,https://guide.michelin.com/en/singapore-region/singapore/restaurant/putien-kitchener-road,https://www.putien.com,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Credit cards,NFC payments","This first branch of the chain known for its friendly service opened in 2000. The menu showcases Fujian classics, with small plates and noodles being the highlights. Try the bian rou (Fujian wonton soup) – the translucent skin is made with pork pounded over 10,000 times into a paste. The lor mee, topped with an impressive array of seafood, is also popular. Don't miss the seasonal offerings, some using rare ingredients from the city of Putian.",A,0,26,4.46,good,0.7665,excellent,0.8457,good,0.8251,3.58,4.31,3.81
Quenino,ChIJJ65b2HQZ2jERfm36tuOY298,"Artyzen Hotel, Level 4, 9 Cuscaden Road, 249719, Singapore",Singapore,Central,3,Cafe,103.827019,1.305775,6371 6030,https://guide.michelin.com/en/singapore-region/singapore/restaurant/quenino,https://www.quenino.com,Selected Restaurants,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Supervised by Chef Victor Liong from Melbourne, and helmed by Chef Su, who is of Indian-Chinese descent, this fine dining restaurant serves menus imbued with a deeply rooted multicultural ethos. Australian ingredients are used in conjunction with local produce in pan-Asian recipes that meld Singaporean, Malaysian and Indonesian influences. Expect unmistakably Asian flavours, such as buah keluak and tamarind, in creative, neat culinary gems.",B,1,30,4.47,good,0.7097,excellent,0.8129,good,0.8961,3.47,4.1,3.83
R&B Express,ChIJRR4pnVEZ2jERdydSSSfVeYY,"Newton Food Centre, #01-76, 500 Clemenceau Avenue North, 229495, Singapore",Singapore,Central,1,Street Food,103.8396372,1.3122041,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/r-b-express,https://maps.app.goo.gl/9vS3zZf797MJ3gJw7,Selected Restaurants,"Dine-in,Takeaway,Beer,Wheelchair accessible","Chicken wings grilled with charcoal are crispy and juicy while the spicy sauce adds to the flavour. Also try satay, traditional popiah and kueh pie tee.",B,1,28,4.11,good,0.6983,excellent,0.5764,good,0.8874,3.5,4.25,3.75
Rajarani Thosai,ChIJLUaSFhY92jER3r3cYrUgClU,"Tampines Round Market & Food Centre, #01-33, 137 Tampines Street 11, 521137, Singapore",Singapore,East,1,Street Food,103.9445598,1.3454596,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/rajarani-thosai,https://maps.app.goo.gl/2xhgsvgKA7PFMJj89,Selected Restaurants,"Dine-in,Takeaway,Delivery,Coffee,Wheelchair accessible","The mother-and-son team serves thosai and appam made from scratch. Their thosai comes in nearly 20 different fillings such as crispy cereal, or cheese, egg and butter – everything tastes better with the sambar and chutney dips.",B,1,27,2.7,poor,0.7117,terrible,0.6283,good,0.6627,2.7,2.7,3.22
Redhill Pork Porridge,ChIJ-7LfbdQb2jERbmVwGTDKmi0,"Redhill Market, #01-90, 85 Redhill Lane, 150085, Singapore",Singapore,Central,1,Street Food,103.8180805,1.2872772,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/redhill-pork-porridge,https://maps.app.goo.gl/NFRzgFevj62xK9hZ8,Selected Restaurants,"Dine-in,Takeaway,Cash only,Wheelchair accessible","The porridge may not look exciting but the creamy base is loaded with meaty flavour. Pad it out with sliced pork, pork meatballs, pork liver or deep-fried dough sticks. Crack in a raw egg and stir it into wispy ribbons. Open from 6am while stocks lasts.",A,0,24,4.17,good,0.6317,excellent,0.4446,good,0.8137,3.38,4.0,3.75
Rempapa,ChIJd30Ooj4Z2jERnRDo8yBJBFs,"National Gallery, #01-02A, 1 St. Andrew's Road, 178957, Singapore",Singapore,Central,1,Asian,103.8512862,1.2896985,9459 1603,https://guide.michelin.com/en/singapore-region/singapore/restaurant/rempapa,https://rempapa.sg/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","In a smart, casual room with tan banquettes, powder blue chairs and terrazzo tiled floor, Damian D’Silva, a respected judge from the Singaporean edition of a popular cooking show, champions a novel cuisine that crosses boundaries among Chinese, Peranakan, Eurasian, Indian and Malay cooking. Hearty dishes sit comfortably next to century-old recipes, all prepared with shrewd judgment, and the right amount of oomph. Baca Assam (beef cheek) is unmissable.",B,1,26,3.31,good,0.7148,excellent,0.5985,good,0.8726,3.38,3.81,3.5
Restaurant Born,ChIJEbQ9xpYZ2jERyBrI8a2FtEY,"#01-01, 1 Neil Road, 088804, Singapore",Singapore,Central,4,Fine Dining,103.843918,1.2803952,9270 8718,https://guide.michelin.com/en/singapore-region/singapore/restaurant/born,https://restaurantborn.com,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Housed in Jinricksha Station, a former rickshaw depot circa 1903, Born boasts a modern dining room adorned by glowing double arches, high glass ceiling and an ethereal paper sculpture. Chef Tan cooks up a 9-course tasting menu inspired by the circle of life and his personal journey, melding French gastronomy with Chinese cooking. Dishes are creative and crafted with globally sourced ingredients, delivering contrasts in textures and flavours.",A,0,28,4.32,good,0.722,excellent,0.804,good,0.8682,3.86,4.25,3.86
Restaurant Chaleur,ChIJ6eCqdV0Z2jERGTysrBvGX_M,"Level 2, 77 Neil Road, 088903, Singapore",Singapore,Central,3,Contemporary,103.842122,1.279252,8508 3390,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chaleur,https://restaurantchaleur.com,1 Star,"Dine-in,Reservations,Wine,Coffee,Credit cards,NFC payments","After helming some prestigious kitchens in Singapore, Japanese chef Kawano came up with a 10-course dinner menu that allows diners to appreciate his culinary vision to the fullest. French and Japanese produce is juxtaposed to great effect and finessed by solid French techniques. Dishes are pleasing to the eye as well as the palate. Painstakingly tweaking the consistency of his duck consommé daily, he shows his attention to detail is second to none.",B,1,26,4.5,good,0.7221,excellent,0.8272,good,0.9128,3.85,4.54,3.92
Restaurant Fiz,ChIJJ8s24l8Z2jERmHd_s9Vxa1s,"#01-01/02, 21 Tanjong Pagar Road, 088444, Singapore",Singapore,Central,3,Fine Dining,103.844015,1.279692,9679 8021,https://guide.michelin.com/en/singapore-region/singapore/restaurant/fiz,https://www.restaurantfiz.sg,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards","Malaysian owner-chef Hafizzul Hashim opened Fiz in 2023 to honour his native food culture. In addition to à la carte dishes and the vegetarian set, consider ordering his ‘full experience’ menu – an ode to his childhood with family recipes that pack a punch. The food is intricately crafted with Malaysian produce, and the main courses are served communal style to re-enact traditions. Also try the house cocktails and wine-food pairings.",New,New Pending,26,4.85,good,0.648,excellent,0.7944,good,0.9425,3.92,4.69,4.19
Restaurant Ibid,ChIJzUZNrgsZ2jER2epSYaG6Gyg,"18 North Canal Road, 048830, Singapore",Singapore,Central,3,Asian Fusion,103.848305,1.2863152,9151 8698,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ibid,https://www.restaurantibid.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","After winning a popular TV cookery contest, lawyer-turned-chef Woo opened Ibid in a remodelled shophouse. The enthusiastic chef gets hands-on in every part of his venture from supervising the cooking and warmly greeting guests to serving the food himself. French and Italian techniques married with Asian ingredients set the scene in the different courses of the single set menu. The counter seats are the best spots to interact with the chefs and watch the alchemy unfold. Bookings advisable.",A,0,23,4.78,good,0.7352,excellent,0.8627,good,0.9461,4.0,4.78,4.04
Restaurant JAG,ChIJKf8-B1IZ2jERKoqDakRkZy0,"Singapore Tyler Print Institute, #02-02, 41 Robertson Quay, 238236, Singapore",Singapore,Central,3,French,103.84028,1.29094,6871 8973,https://guide.michelin.com/en/singapore-region/singapore/restaurant/jag,https://www.restaurantjag.com,1 Star,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Since 2023, Jag has been housed in this pristine white-walled space with sage green furnishings, brushed brass trims and mid-century rattan chairs. Chef Jeremy Gillon's cooking remains vegetable-forward: French produce picked at peak ripeness – and supplemented by meats and seafood – is key to his ethos. Dishes are light in flavours but strong in creative flair. The cheese trolley impresses with its sheer variety. Round off your meal with a digestif.",B,1,29,4.79,good,0.6602,excellent,0.8594,good,0.9596,3.97,4.76,4.0
Restaurant Labyrinth,ChIJj99Fo3IZ2jERFIUg_m-VhO8,"Esplanade Mall, #02-23, Marina Bay Promenade, 8 Raffles Avenue, 039802, Singapore",Singapore,Central,3,Singaporean,103.8563,1.2897489,6223 4098,https://guide.michelin.com/en/singapore-region/singapore/restaurant/labyrinth,https://www.restaurantlabyrinth.com,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Chef LG Han takes recognisable local flavours and tastes remembered from childhood as his starting point – and then reimagines and reinterprets them, using superlative ingredients from across Singapore. The result is an exciting, original and unforgettable set menu that surprises, amuses and satisfies. The restaurant’s black canvas is punctured by razor sharp lighting, while the service team are clued up and very well organised.",A,0,30,4.0,good,0.6439,excellent,0.7376,good,0.93,3.57,4.0,3.57
Revolver,ChIJDxn4XBYZ2jERrbHE7aDSKGY,"56 Tras Street, 078995, Singapore",Singapore,Central,2,Indian,103.8442476,1.2781226,9668 5119,https://guide.michelin.com/en/singapore-region/singapore/restaurant/revolver,https://revolver.com.sg,Selected Restaurants,"Dine-in,Takeaway,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","The name is a pun on how the cooking here revolves around the charcoal grill, brazier and tandoor. Whether you sit at the counter or in a booth, the chefs put on a performance that is visible from all the seats. On top of the ‘Discovery’ and ‘Experience’ tasting menus, there are also an à la carte and a vegetarian set menu. The food cleverly melds international flavours with South Asian techniques, courtesy of savvily-layered spices and high-end ingredients.",A,0,27,3.15,poor,0.8262,excellent,0.6578,good,0.9231,2.93,3.37,3.33
